"Date","AverageFee","BlockHash","BlockNumber","BlockSize","TotalTransactions","TotalFees","Difficulty"
1715066753,0.00010473014198783,"00000000000000000003300cdf75ed6f8f089729265672da2ad9c3f9e9192a05",842418,2122544,2466,0.258159799999998,88104191118793.2
1715065953,9.93190850959173e-05,"0000000000000000000260159ede5ec38107b8d483d522eded9c6b524bce9d99",842417,1967417,2034,0.201915700000002,88104191118793.2
1715065835,8.9338363450392e-05,"0000000000000000000237d9f48022083dd9c7e2d99b2565547619ba0c516f2d",842416,1672067,2934,0.262029420000003,88104191118793.2
1715064915,0.000114540616161616,"00000000000000000000cbd44ce59bd7778c9548bd32c1daa9c92489fc12daef",842415,1621979,2971,0.340185630000001,88104191118793.2
1715063339,7.3322758434548e-05,"000000000000000000002ba281dbc01679f8a6eed83eb733c64c07764022ec81",842414,1843600,3706,0.271660819999996,88104191118793.2
1715062006,7.28154339214981e-05,"000000000000000000009a8ee432fcef2e68514485c3c87d98ffca98755f13c0",842413,2181628,2778,0.20220846,88104191118793.2
1715061399,0.000389473379120879,"00000000000000000001e1e7a237097c4cecc38c3a4da82755ed8d260d26b05a",842412,1700090,365,0.14176831,88104191118793.2
1715061350,2.24855729502907e-05,"0000000000000000000055b46f7c0800fe69dcd15c0e8751b89b5237be7ee08b",842411,1700425,6197,0.139320610000001,88104191118793.2
1715061283,8.19797243491577e-05,"00000000000000000000c9ef9ab97bc1cbe4eaca3d937e2438c5427590429c39",842410,2090788,2613,0.21413104,88104191118793.2
1715060470,7.15804357650097e-05,"000000000000000000003378a85961096007505e525f3a9aff8634fd392a1dc2",842409,1888115,3099,0.221756189999998,88104191118793.2
1715059579,8.26423769730735e-05,"000000000000000000031ce8cff253028d5fae0cca485d5769b81d755b95142c",842408,1674516,3232,0.267017519999998,88104191118793.2
1715058187,3.61156343825665e-05,"000000000000000000006c400e83571fe81ce0ee0d93cd9c1441e35e602a568a",842407,1697667,4131,0.14915757,88104191118793.2
1715058103,0.000112674823529412,"00000000000000000002ab087b7f3901150c22cc6ced5aa3fff7dfe3846e8531",842406,1845853,1956,0.220279279999994,88104191118793.2
1715057585,9.59000245549417e-05,"000000000000000000032520c49916deb14daa8bd5e9dbdb5e43e3dd997d3215",842405,1640730,1630,0.156221140000002,88104191118793.2
1715057528,8.80681915933528e-05,"0000000000000000000004d2cbee8a934e4617dc1f5ba79f9f8149cc0aef3cdd",842404,2511314,2047,0.180187520000002,88104191118793.2
1715057350,0.000110998999514327,"00000000000000000000e8a9dad451c4061a444f9a064a8feb431313bd9034ba",842403,1769661,2060,0.22854694,88104191118793.2
1715056947,0.000126411791831357,"0000000000000000000196c6187e11c81fba854c60c7052ad1774c02ea0c6c75",842402,1531311,2278,0.287839650000002,88104191118793.2
1715055123,7.52873237300986e-05,"000000000000000000000e1a9988089e1217983a6a4a68e949968e7e82c32442",842401,1888900,2639,0.198607960000001,88104191118793.2
1715054540,9.21990357317671e-05,"00000000000000000001a1905d4d993db9105af59dc0801ab7f8914c3a5af9bf",842400,1942606,2044,0.188362629999999,88104191118793.2
1715054370,8.10137204222789e-05,"0000000000000000000307f2abd4f146014625d31ea2c9236939643fdec7f90d",842399,1836647,2748,0.222544690000001,88104191118793.2
1715053591,7.68227719058985e-05,"000000000000000000015af370c099a432d25b25760a7cca621bbd9e67b7ef60",842398,2019026,2934,0.225321189999999,88104191118793.2
1715052828,7.46294523021364e-05,"0000000000000000000113d2ad789eda2fb659be351eff1b4784303486b5a06b",842397,1826749,3324,0.247993670000002,88104191118793.2
1715052083,7.59542045103493e-05,"0000000000000000000069e72585e6962d82ec2a40864b670ff0e2867fc708d2",842396,1793004,3238,0.245863760000003,88104191118793.2
1715051246,0.000107218547955674,"00000000000000000002edf30728194d660abddd665a6721dc7ffda713101659",842395,1691730,2618,0.280590940000001,88104191118793.2
